,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,emotion
1,-330.5217285,25.59190178,-6.655952454,37.74966812,-8.662017822,-10.1129961,-13.84747887,-4.755843163,-15.28649139,-2.799539566,-18.64035988,11.29954815,-13.27704906,6.884350777,-5.818609238,-0.296942711,-0.354675442,4.299530506,-5.219170094,0.809697509,-8.307326317,-1.931389928,-1.119359374,8.177689552,6.281891346,8.170463562,3.307657957,4.953237534,10.44626045,7.503673553,3.720768929,3.161560059,-2.41403985,3.894058704,4.94470787,3.822028637,3.170528412,-1.200368524,-3.414938927,-0.519398034,0.576858222,0.540065646,0.539418399,0.353423834,0.294085711,0.31786564,0.348747492,0.46799016,0.433724523,0.458528608,0.478924006,0.522755086,3331.531092,2228.718097,0.01494667,0.00357073,0.002771209,0.002446752,0.001887022,0.002305554,0.314219475,2.127184153,6.54966259,7.223464012,5.078305721,2.132215261,0.241454884,2.416610956,22.37329865,11.41764355,11.03209209,12.95064545,17.82655525,19.36019897,5.983807564,25.31518364,36.47421265,0.379189193,0.1101074,0.292946875,0.466185749,0.804231167,0.767009318,1.813071609,0.443639159,0.135570854,0.14779228,0.340440094,0.107230715,0.04063344,0.072722055,0.072695978,0.165605873,0.116374269,0.020017048,0.007747864,0.01355253,0.195015877,0.302827448,0.118410856,0.068724431,0.060903843,0.019717883,0.010677911,0.046647236,0.093560949,0.158622414,0.028189652,0.062681496,0.034219839,0.025504984,0.088970676,0.286947966,0.978729725,0.078464985,0.023689864,0.052826017,0.092508942,1.223697424,1.556770563,0.302018613,0.079992421,0.043088078,1.314312458,1.721851707,0.232093975,0.23959519,0.514449656,0.292286605,1.515088797,1.216464162,0.086831212,0.077647246,0.067733683,0.923154414,0.759304464,0.190240726,0.194591254,0.188517958,0.303227007,0.055284932,0.025110763,0.078374967,0.110487275,0.083891153,0.102952197,0.325154722,0.229116797,0.066778064,0.113513485,0.11176344,0.033688914,0.093758412,0.123410091,0.006174168,0.002476426,0.001650659,0.002524244,0.00799569,0.005016921,0.005699801,0.00356804,0.003960799,0.0044793,0.002936848,0.005636287,0.006159141,0.00669298,0.004554788,0.008947822,0.007172638,0.007797405,0.008759988,0.009987297,0.012828545,0.005754077,0.001875396,0.000787579,0.000676602,0.000391967,6.13E-05,7.60E-06,14.28889648,23.54831712,25.95660185,19.91046676,21.8763448,22.72363543,33.29644689,0.122752116,0.132661949,0.106313475,-0.081266198,0.0010276,-0.031215237,5456.173674,0.208979235,HAP
2,-304.2210999,48.04221725,-18.42105103,16.85293198,-18.61574936,7.348409653,-16.00691414,-14.51583862,-2.786427259,-1.250201225,-13.50692177,21.72092438,-20.76929474,14.66704941,-9.967432022,-3.215700865,3.759089231,-1.342237592,-0.588306546,3.711536884,-7.403826714,-2.326075792,-0.916525006,10.22193813,9.123075485,7.318042755,1.900960684,2.053044558,8.23224926,9.112372398,5.782156467,5.822271347,4.685633659,7.29498291,6.921403885,4.016489506,0.876079023,-4.908120632,-3.86997056,-0.747212112,0.531062305,0.503640354,0.59442687,0.459743768,0.348520875,0.322279394,0.345792413,0.415625066,0.419157416,0.429087698,0.422223508,0.523929417,2839.857797,2076.681497,0.950208008,0.277326584,0.052906606,0.044062678,0.015049255,0.0110105,0.121692449,2.194216967,6.446708679,5.334004402,3.292629242,1.431275129,0.27064532,1.660681844,8.055251122,3.774573803,2.005992889,5.048495293,13.12756157,8.188410759,4.319723129,30.88071823,31.96533585,3.374886274,4.725751877,2.500211954,2.04488492,1.961981654,1.277775288,2.472407341,0.788908482,0.417948037,1.185240388,0.724835217,0.106481366,0.080827333,0.194860786,0.454352349,0.160096094,0.113936886,0.169301227,0.100559302,0.14051339,0.67048341,0.65345484,0.366826147,0.17286855,0.164596856,0.170378357,0.128500432,0.163605958,0.552418768,1.527051687,1.140133142,0.596394181,0.33605963,0.400236964,0.429671347,3.109202862,1.71788156,0.163492963,0.178371847,0.235817939,0.518101156,1.54788053,0.819141805,0.188463345,0.037545569,0.046148211,1.2259022,1.46466887,0.102554418,0.018559178,0.01771193,0.053590611,1.422356486,2.88062644,0.12161123,0.129825935,0.105710395,0.803328454,1.290757298,0.045924637,0.008475113,0.014509941,0.034505144,0.01145273,0.006449704,0.013040743,0.05465766,0.023843359,0.028384717,0.186236024,0.381903142,0.194839209,0.603662491,1.425480962,0.285919338,0.219498992,0.310097277,0.041634232,0.00549457,0.002676293,0.000878245,0.001151437,0.001098374,0.001736096,0.002879936,0.002130373,0.002294687,0.00275975,0.005536349,0.004229349,0.007037721,0.007144493,0.006141196,0.008219691,0.010082607,0.00855673,0.007740566,0.007916125,0.007340127,0.00337313,0.000702115,0.000355861,0.000137367,2.68E-05,2.48E-06,14.99647185,25.80945879,25.58262955,21.99589614,23.17959058,24.53932344,35.85087148,0.052629787,0.009156566,0.097247248,-0.107613997,-0.017739108,-0.049265381,4972.707791,0.176920573,HAP
3,-476.3011169,84.84290314,7.414868355,8.700686455,-6.510669708,7.52581501,-20.62201691,3.659437418,-19.24599838,-2.877480984,-15.89317036,-1.461938024,-4.293092251,3.261336803,-0.069962695,10.00999737,0.434251428,15.33438587,-2.36114645,2.679607391,4.526554585,3.223618031,-2.743909121,7.873754501,-7.890078545,7.443828106,4.484910488,8.345653534,4.258633614,7.561675072,3.21786356,5.696784496,4.765626431,5.004145145,6.590418339,3.59690094,4.764019012,5.067411423,6.403896809,11.25642681,0.549069226,0.3848643,0.400477707,0.4431279,0.489455611,0.559858978,0.531570971,0.523438394,0.509775341,0.50382781,0.49747023,0.531805277,1908.7821,2036.34815,0.044295684,0.002259153,0.000270817,0.000103174,0.000238304,0.049293127,0.127508581,0.137813345,0.261910319,0.463184595,0.288558275,0.291550756,0.481821001,0.417081624,0.478224546,0.716000557,0.73824656,0.957901597,0.74499923,0.8018291,0.041294754,0.064395919,0.188556284,0.2305336,0.169149339,0.093293242,0.067895241,0.047049146,0.034728713,0.029561417,0.017188104,0.01796316,0.026218394,0.022771038,0.020823818,0.030415697,0.029999835,0.022748476,0.025402097,0.031819776,0.012530115,0.005797271,0.011415664,0.020083504,0.022872221,0.022145186,0.050519466,0.046080466,0.004058172,0.004713659,0.00327371,0.001754639,0.001991438,0.004661291,0.005732647,0.002347433,0.001702071,0.001717636,0.002930224,0.006275447,0.008007195,0.010321326,0.008283488,0.0037482,0.004927387,0.00749236,0.002331706,0.001595809,0.001580314,0.00207039,0.002472234,0.001420771,0.001132497,0.000655164,0.000619686,0.000863774,0.001190967,0.001711718,0.001192698,0.000593089,0.000410776,0.000265202,0.000169866,0.000132637,0.000108745,0.000156605,0.00018761,0.000213333,0.000385083,0.000662847,0.000739971,0.000768921,0.000295017,0.000230479,0.00031644,0.000511976,0.000773887,0.000726821,0.001192183,0.001430629,0.001518441,0.001316312,0.001217891,0.001174451,0.00089188,0.00106506,0.001045294,0.001360319,0.001117681,0.00172578,0.001202867,0.000813605,0.00041553,0.0002959,0.000161112,8.41E-05,7.16E-05,6.46E-05,8.86E-05,9.81E-05,7.76E-05,7.51E-05,4.41E-05,2.28E-05,8.12E-06,2.48E-06,4.18E-07,3.96E-08,24.77118502,20.1454113,22.27557708,18.57863214,19.09843342,18.01814127,33.06311876,-0.008907743,0.058704591,-0.034657733,0.034612508,-0.029113923,-0.011258639,3407.697538,0.088199664,HAP
4,-447.2814636,92.72756958,15.50508595,9.754817963,-3.775264025,5.067991734,-15.54535675,8.597286224,-23.85038376,-5.713375568,-19.37190819,-9.563709259,-5.435950279,1.635308743,-1.914656758,2.601786613,-5.818585873,15.75130081,-2.238987684,-0.998184383,-3.350218773,-0.399703085,0.0671435,2.516504288,-2.888110399,4.818922043,1.96066153,7.587471962,-1.628145099,2.196450949,2.494824648,4.744941711,8.041749001,4.884108543,6.04393959,5.60443449,6.127702713,6.516296864,7.302474499,8.429691315,0.448663086,0.361677438,0.345224649,0.343133956,0.405139834,0.456333935,0.430443168,0.452115655,0.468956739,0.477989525,0.401052535,0.404022574,1771.026548,1833.548643,0.024291432,0.001321278,0.000332235,0.000945344,0.020357702,0.178151697,0.7173177,0.632492781,0.470746815,1.023423195,0.477641761,0.370216578,0.640165925,0.536060572,0.936147392,1.81833756,1.908570647,0.798841894,0.612819016,0.827827215,0.803027272,0.209197402,0.138895214,0.143805489,0.157414123,0.113114253,0.06403181,0.031301294,0.021287497,0.031317018,0.090278983,0.102771863,0.093320921,0.070756093,0.041745298,0.016585363,0.013556791,0.010828552,0.010619136,0.011752686,0.019657081,0.025176048,0.030088168,0.033225968,0.027563389,0.023821043,0.025043435,0.02096018,0.01802966,0.008124523,0.001308883,0.001605471,0.002086843,0.002449696,0.003368962,0.006712278,0.005050085,0.00349998,0.004532899,0.004563873,0.004698165,0.016417516,0.011900187,0.007445965,0.010079036,0.012057001,0.005517352,0.003788671,0.002206757,0.001673011,0.002066344,0.002609051,0.002812288,0.001544436,0.001266639,0.001297142,0.001819115,0.00224612,0.001039328,0.00068985,0.000568995,0.000601957,0.000245262,0.00017518,0.000214397,0.000365317,0.00041035,0.000523706,0.0005424,0.000970223,0.001855539,0.0013882,0.000450812,0.000679986,0.001056761,0.001276537,0.001107127,0.001030251,0.000760055,0.00126476,0.001029294,0.001038076,0.001372517,0.001396163,0.001368424,0.00179015,0.003088408,0.003319859,0.003131418,0.003538243,0.00384146,0.003672417,0.001781097,0.002178414,0.001601021,0.000952033,0.00065725,0.000637357,0.000348638,0.000296069,0.000260207,0.000210812,0.00013034,5.51E-05,1.31E-05,3.34E-06,4.06E-07,5.43E-08,24.59677009,21.78738249,24.71357864,20.72570774,19.33316381,18.9395159,34.32267363,0.056932165,-0.000565324,-0.016696013,0.097985146,-0.002890367,0.011514272,2925.737147,0.0945323,HAP
5,-453.275116,88.49084473,21.16398239,-0.604040921,-18.46504593,1.410815477,-17.00305557,6.261291504,-19.87796402,2.854641914,-7.119094372,-6.631054401,-2.121868134,0.677571416,-0.576952398,4.408233166,-0.800017893,13.27295303,-0.627073467,-1.34824419,4.050080299,-0.175060555,1.385969877,8.381903648,0.425893575,6.880938053,4.014615536,6.960488319,0.528330266,5.314201832,4.485766888,3.873347044,4.718365192,1.159708261,5.525186539,7.376459122,8.97537899,5.754991531,5.141434193,8.221910477,0.461538106,0.44331798,0.453212291,0.455629379,0.507994711,0.561126769,0.60613656,0.602459013,0.564885795,0.520704091,0.48450169,0.478532434,1766.835344,1873.365766,2.286512852,0.794463336,0.060972203,0.004669823,0.003532804,0.068464406,0.19471097,0.197648183,0.286870897,0.481543303,1.055055499,0.488767356,0.417874634,0.629385889,0.653023779,0.761452496,1.124573469,1.506048918,1.246628642,0.998200178,0.558955729,0.558188379,0.729709923,0.275091976,0.272144973,0.277446032,0.273031026,0.231579453,0.284711063,0.551588655,0.592731535,0.351188898,0.239526525,0.111768954,0.044402096,0.026124585,0.022244325,0.018007964,0.013386764,0.022091124,0.006462824,0.003251751,0.012673594,0.028409418,0.041298822,0.052849621,0.044676587,0.027060451,0.017363081,0.016129063,0.012837294,0.018469753,0.019809542,0.003495791,0.004073492,0.005258949,0.006155265,0.012581114,0.020542879,0.015910279,0.003428968,0.004723076,0.002849718,0.001744726,0.013173373,0.02044755,0.00442457,0.006318307,0.0034117,0.002820594,0.0031036,0.002418436,0.002402307,0.00204256,0.001929003,0.00141979,0.001431339,0.001301192,0.000997494,0.000500045,0.000480455,0.000237546,0.000133803,0.000120526,0.000101762,0.000127004,0.000135282,0.00016453,0.000210313,0.000378653,0.000491838,0.000222962,0.00017638,0.000272901,0.000196262,0.000227435,0.000311493,0.000486658,0.000475067,0.000923211,0.001055084,0.000783823,0.001374516,0.00165472,0.001230601,0.001687207,0.001277903,0.00126753,0.001338234,0.000991075,0.001076362,0.000893624,0.001130731,0.000668694,0.000711863,0.000455323,0.000388761,0.000198947,0.000165046,0.000186553,0.000147864,0.000126704,6.56E-05,3.65E-05,1.53E-05,3.82E-06,6.07E-07,6.65E-08,26.51971973,20.78975097,21.23387678,19.99161467,19.80649407,18.96017716,32.93773185,-0.032295104,-0.017986419,-0.029968141,0.017371199,0.02591779,0.017878016,2822.977891,0.091995594,HAP
6,-345.4771423,24.42733383,-14.39865112,36.95299149,-7.297602177,1.008583665,-15.70094395,-10.52576351,-6.183089256,-6.078099728,-12.13839245,14.52511787,-16.50019646,9.854411125,-4.744817257,-5.07596159,0.313530207,-0.968774378,-2.910046577,3.583917379,-5.449642181,0.289564997,2.374218464,8.022792816,6.304647446,3.118339539,-1.427710891,1.307916284,6.420807838,10.23419189,7.658077717,-2.222577572,-0.601162851,4.032120705,8.394068718,5.845021725,-0.454775721,-2.956180811,-1.03638494,-1.652751565,0.515356779,0.58290112,0.572273731,0.357379526,0.322897375,0.346843958,0.449739188,0.450855464,0.461016178,0.499656379,0.490467161,0.517510474,3179.117,2219.844869,0.003747047,0.001121343,0.001180826,0.001105484,0.000705784,0.001211297,0.266760498,2.143342018,3.968316317,3.60910511,1.921408653,2.273158073,0.375009716,3.538609743,7.071854591,4.086983204,3.135402918,8.028839111,8.896162987,6.286062241,2.305635929,10.25059891,64.79631805,18.10775185,0.065515786,0.008766133,0.057962809,0.309754938,1.811752319,1.30369854,0.246504232,0.038727373,0.041157175,0.472491711,0.840558589,0.198729172,0.083676413,0.075460382,0.084992066,0.074581012,0.016325926,0.007736677,0.077000543,0.231436789,0.864901721,0.542916179,0.067454897,0.038007148,0.021596588,0.004409512,0.007733773,0.086471856,0.531138003,2.141620159,0.799601316,0.070727743,0.030596701,0.010896443,0.12080577,2.578210831,3.071545839,0.128528938,0.119565122,0.102986731,1.377133012,4.202532291,0.811919808,0.206608042,0.819371581,1.204631329,0.982029676,0.497866422,0.148082286,0.147436872,1.458555818,1.02297163,0.129895791,0.074843861,0.126291916,0.968354464,0.745984912,0.131717354,0.049474385,0.053625781,0.062620409,0.0259635,0.012775598,0.020787021,0.043978199,0.029661207,0.057029128,0.158350766,0.149393991,0.240699768,1.011190295,0.637429893,0.354135871,0.570568681,0.306129992,0.019630168,0.031514127,0.014050884,0.002965855,0.004464012,0.001012568,0.00094065,0.001152128,0.002597748,0.002199013,0.001806319,0.002457763,0.003671752,0.004481674,0.003348281,0.003298177,0.004193321,0.003730709,0.003961474,0.005176457,0.005317966,0.003356836,0.002874391,0.00224058,0.000678305,0.000134376,7.18E-05,3.51E-05,1.74E-05,14.18308697,25.09334172,25.84295223,20.05262189,21.81706479,22.51462561,34.34400186,0.048818159,0.015466239,0.070599864,-0.156633818,-0.03609559,-0.006573182,5598.987755,0.200581645,HAP
7,-472.4053955,95.4205246,23.07442474,2.20955205,-14.59297085,5.741296291,-12.24396992,6.181475163,-19.4059391,0.732114911,-13.2709341,-8.10279274,-3.484241962,2.200793028,1.57875526,4.937969685,1.855976582,12.0732336,0.570733726,-1.729023099,2.38237071,-1.208191752,-0.847714722,3.856139898,-1.810186505,2.769006729,1.775438666,6.487419128,3.480920076,7.165787697,4.355267525,3.381874323,4.388133049,2.391633034,3.373190165,6.562219143,10.14691257,9.560451508,11.72982693,8.911483765,0.464761823,0.453302681,0.401881963,0.387451172,0.410971671,0.558977902,0.598909676,0.523323774,0.537524581,0.535998702,0.501405895,0.497296572,1655.99436,1790.129508,1.512740374,0.216678336,0.004786388,0.002288731,0.005098219,0.040051043,0.200438604,0.205043837,0.470250726,0.367197186,0.215259954,0.771566272,1.585559607,1.44041431,1.057815433,1.219054341,1.899220347,1.572404742,1.485411525,0.472780585,0.318978339,0.11896468,0.114820391,0.12519455,0.095433071,0.053406149,0.043584604,0.048751909,0.034703597,0.039326295,0.047879808,0.062096372,0.101635292,0.098686814,0.083448812,0.035560016,0.038314641,0.028679188,0.010899164,0.008337741,0.008049208,0.065947115,0.063749194,0.02568748,0.025858799,0.026998598,0.013924681,0.004497024,0.001182078,0.00112156,0.002047777,0.001986391,0.004454044,0.001934383,0.00121367,0.000809134,0.001202112,0.002792968,0.005099164,0.002561442,0.001385021,0.004146534,0.00457542,0.002842439,0.001348367,0.000559728,0.000219567,0.000228978,0.000232447,0.000163175,0.000270057,0.000308844,0.000261099,0.000173305,0.000135927,0.000250701,0.000569495,0.000794855,0.000610785,0.000222436,0.000180113,0.000152425,9.44E-05,7.70E-05,9.40E-05,0.000138011,0.000167357,0.000263292,0.000347523,0.000917277,0.000715435,0.00025531,0.000415817,0.000778341,0.000759753,0.000918553,0.001688958,0.000885304,0.000371032,0.000364559,0.000587248,0.001613005,0.002083207,0.00196973,0.001964084,0.001554129,0.001423832,0.002651516,0.003380711,0.003174783,0.002168938,0.001832403,0.001068997,0.000436133,0.000362991,0.000211628,0.000132528,9.77E-05,8.32E-05,0.000113802,0.000101851,7.67E-05,5.80E-05,2.49E-05,1.70E-05,3.05E-06,4.38E-07,4.29E-08,24.94422247,19.80257097,21.67510066,20.76837879,19.25706361,18.3570949,33.98301145,-0.002444054,-0.059355731,-0.081825031,-0.063663874,-0.018702732,0.037090561,2680.132631,0.091399437,HAP
8,-443.0377808,89.62001038,13.09297752,9.01718235,-12.34921169,6.933040619,-18.6153717,3.374635696,-24.91204071,-1.774648905,-17.91880798,-9.608762741,-7.323227882,0.739332497,-4.776087761,6.471432686,-4.398495674,14.35410118,-4.220955372,0.659162998,0.169344798,6.124824047,2.747113943,8.665799141,1.468205214,4.110760212,-0.099111557,4.562912464,-0.516396463,6.328686714,2.343062878,2.168236256,4.162396431,-1.148287773,2.502673388,5.171503067,5.697884083,10.51807022,9.642832756,11.26818752,0.41436553,0.399919391,0.433983445,0.418302238,0.52417028,0.600089192,0.482485771,0.440246075,0.45455578,0.450715452,0.385129988,0.40036732,1960.899222,2008.546934,0.018612709,0.001271067,0.000321885,0.000234465,0.001670131,0.092169508,0.317096144,0.171065837,0.222425848,0.393880099,1.042221665,1.328836083,0.65300554,0.940649569,0.628203154,0.531047821,0.807876587,0.728563905,0.246885777,0.528248489,0.372244954,0.310828805,0.416919798,0.188422278,0.133493111,0.114516586,0.086143605,0.041685257,0.023600373,0.031505466,0.02340832,0.037247404,0.042004943,0.054385174,0.047784317,0.032126244,0.01320364,0.014828549,0.015980359,0.016673485,0.015658917,0.010805157,0.013820493,0.016116444,0.019938895,0.018533675,0.016361414,0.006730513,0.005576017,0.005641817,0.01215929,0.006323117,0.003387279,0.002539979,0.010196917,0.006309487,0.005676624,0.007535442,0.006957439,0.004761041,0.004144469,0.004607915,0.001945903,0.002454567,0.002933943,0.001198587,0.000571346,0.000585008,0.000734275,0.001208265,0.001155431,0.000537173,0.000846733,0.000902128,0.000854093,0.000847459,0.001062697,0.001144991,0.000880718,0.000584035,0.000497029,0.000353312,0.000224267,0.000147213,0.000153322,0.000259523,0.000317391,0.000415703,0.000369495,0.000569331,0.000908786,0.000529937,0.00028297,0.000516355,0.001023042,0.001231598,0.0014133,0.001513913,0.001510681,0.000949485,0.000933967,0.002913621,0.004759863,0.004358405,0.003451204,0.003083443,0.001950847,0.001988096,0.002863146,0.002823167,0.002275714,0.000963536,0.00062885,0.000432007,0.000327208,0.000235644,0.000238107,0.000290687,0.000294962,0.000329702,0.000325142,0.00023567,0.000119594,6.87E-05,3.01E-05,5.48E-06,7.55E-07,9.10E-08,24.13993813,21.2800883,22.50434796,18.89302744,19.61241054,19.15462146,34.05473624,-0.048445127,0.051168775,-0.122375653,-0.097249506,-0.029907587,0.011161884,3507.252125,0.093727022,HAP
9,-454.0425415,97.71922302,15.79220295,-4.363508224,-14.04644394,12.00652599,-19.81061554,6.664411068,-28.01231956,-1.755620241,-18.12896347,-7.826516628,-6.866551399,0.161664709,-4.268219948,1.386532187,-4.367949963,11.22202682,-3.261286736,-0.160182118,1.532568932,-2.116247416,4.825422764,8.126066208,-0.866242647,8.46911335,1.667260408,5.928419113,0.924440682,6.130630493,3.581113577,6.281757355,6.771517277,1.255856395,3.259759665,6.573647976,7.084002018,6.331387043,7.994714737,7.711296558,0.473627567,0.473268658,0.418370128,0.395273179,0.433227777,0.532798231,0.492380023,0.481158793,0.531388998,0.489542663,0.444460869,0.432774007,1907.051058,1916.932761,0.016350269,0.001048225,0.000174252,0.000333716,0.005673295,0.042943951,0.200662911,0.498274088,0.694186091,0.611967087,1.324083686,0.840763509,0.753528297,0.890021801,0.879385054,1.057320356,0.636201322,0.399195194,0.381468952,0.336801082,0.379758298,0.178585798,0.120829396,0.103282869,0.106172584,0.098071635,0.098848835,0.100443855,0.068253905,0.060100183,0.043596398,0.045413677,0.068620317,0.035975799,0.034400202,0.042956799,0.050914619,0.036173072,0.03716049,0.023231596,0.020480447,0.022635959,0.031576678,0.032345656,0.017897677,0.023587367,0.028341133,0.02462619,0.015617932,0.013647038,0.011682615,0.015976349,0.008917379,0.002767097,0.001996795,0.002221445,0.004201266,0.007645399,0.007324466,0.002127498,0.001047306,0.001007908,0.000845623,0.00100061,0.001496521,0.001797626,0.002201725,0.001653546,0.000483779,0.000392733,0.000492587,0.000458373,0.000526217,0.000418252,0.000305791,0.000485097,0.00060225,0.001053197,0.001434761,0.000756711,0.000329561,0.000238622,0.000122136,7.83E-05,6.94E-05,7.48E-05,8.25E-05,0.000120675,0.00020057,0.000281112,0.000594285,0.000301593,0.000181846,0.000167133,0.00014404,0.000227537,0.000294365,0.000190196,0.000568458,0.000374073,0.000584659,0.001373915,0.001155159,0.001423408,0.001138356,0.001098544,0.00115518,0.001007265,0.001473965,0.000730753,0.000513726,0.000545023,0.000547367,0.000690786,0.000505827,0.000497708,0.000253519,0.000236961,0.000198886,0.000223978,0.000210028,0.000160813,7.96E-05,3.22E-05,1.55E-05,3.90E-06,5.70E-07,4.85E-08,23.15145625,22.60809542,22.84827603,19.33385631,19.38079247,19.7082848,34.52295157,-0.003693769,0.010135817,-0.108442592,-0.044663269,-0.019428342,0.004069502,3133.599927,0.107151261,HAP
10,-452.5568848,82.75571442,6.592120647,8.663409233,-4.710160732,2.572125435,-15.6056757,8.387317657,-24.046978,0.013033235,-17.69463539,-2.492971182,-6.128041744,-0.497755945,0.01955561,2.282169104,-0.359673768,12.80002499,0.819469929,3.489844322,2.176946402,5.632548809,9.270431519,7.204161167,-0.65946728,2.806714535,-1.794306755,3.613800764,-0.595534384,5.021681786,2.571226597,3.111312628,5.648676872,1.845266104,1.536413074,4.688696861,4.392936707,5.716799736,6.028037071,5.698616982,0.450343162,0.459928751,0.479488105,0.514969349,0.493737966,0.5346331,0.560137451,0.50997591,0.501411617,0.490832686,0.472634107,0.436485052,2025.095915,1960.507071,0.032052271,0.002216265,0.000442687,0.000267057,0.011233899,0.104258537,0.157252192,0.096101843,0.149598554,0.39525798,0.793304801,1.450554132,1.333529353,1.592976451,1.616854191,1.496349931,1.447079778,0.649261832,0.107397906,0.184281349,0.268998295,0.260511756,0.169188514,0.221055523,0.240699559,0.186664537,0.135206297,0.084970079,0.036969088,0.023634516,0.015148439,0.022582434,0.025422452,0.029207615,0.028883388,0.015223646,0.008787571,0.006911416,0.003873551,0.00750747,0.007565795,0.008680373,0.009072334,0.011676705,0.040944628,0.046200085,0.033925928,0.020611372,0.014079124,0.004210001,0.0028389,0.001881176,0.004370454,0.005550951,0.003738486,0.005200613,0.015464932,0.007169566,0.00198243,0.001613834,0.002363054,0.002789331,0.00747005,0.015303834,0.012590562,0.007543701,0.00368934,0.003802657,0.004118845,0.003875296,0.002595563,0.002016009,0.002405558,0.002143487,0.00128573,0.001627764,0.002207283,0.004020166,0.004105881,0.004505245,0.003564345,0.004768853,0.002266843,0.002777889,0.000954144,0.001155687,0.00105339,0.001373107,0.002320802,0.002835231,0.001534892,0.001974186,0.001435105,0.001417507,0.001502455,0.00122969,0.001767863,0.001089857,0.000401781,0.000685214,0.000655085,0.001707673,0.001774819,0.00208875,0.001693747,0.001808985,0.001582451,0.002068184,0.00291531,0.001837781,0.001815374,0.001067938,0.000990952,0.000858525,0.000878618,0.000701517,0.000504263,0.000377749,0.000349809,0.000466246,0.000510609,0.000330359,0.000218166,8.32E-05,3.13E-05,7.06E-06,9.31E-07,8.55E-08,23.45914958,21.42066061,21.56465547,18.2704622,18.63369655,18.01168688,34.19694715,-0.023807545,0.011545653,-0.0495158,-0.008441762,0.008224343,0.022812039,3426.633095,0.103492093,HAP
